filename,codec,episode,episode_title,language,media_type,resolution,season,source,studio,title,year
One_Piece_2023_KOREAN_2160p_AMZN_XVID.mkv,XVID,,,KOREAN,movie,2160p,,AMZN,,One Piece,2023
[Commie] Breaking Bad - 22 [1440p].mkv,,22,,,anime,,,,Commie,Breaking Bad,
Friends.S13E17.Revelations.480p.mkv,,17,Revelations,,tv,,13,,,Friends,
[Commie] My Hero Academia S2 - 07 [720p].mkv,,7,,,anime,720p,S2,,Commie,My Hero Academia,
Inception-2017-480p-HULU-XVID-GROUP.mkv,XVID,,,,movie,480p,,HULU,,Inception,2017
The Matrix 2021 720p WEB-DL x265 -RARBG.mkv,x265,,,,movie,720p,,WEB-DL,,The Matrix,2021
Interstellar_2008_1080p_WEB-DL_x265.mkv,x265,,,,movie,1080p,,WEB-DL,,Interstellar,2008
Naruto.2019.1080p.HDTV.H.264.mkv,,,,,movie,1080p,,,,Naruto,2019
Stranger Things S07E11 Revelations HDR DTS 720p NETFLIX x264 .RARBG.mkv,,11,Revelations,,tv,720p,7,NETFLIX,,Stranger Things,
Parasite_2004.01.09_480p_DC_DTS-HD.MA.5.1_HDTV_x265_.GROUP.mkv,,,,,tv,480p,,HDTV,,Parasite,
Naruto.5x18.1440p.NETFLIX.mkv,,18,,,tv,,5,,,Naruto,
My_Hero_Academia_10x18_The_End_DC_1080p_BDRip_x265.mkv,,18,The Beginning,,tv,1080p,10,BDRip,,My Hero Academia,
[HorribleSubs] The Dark Knight - 23 [2160p].mkv,,23,,,anime,,,,HorribleSubs,The Dark Knight,
The-Dark-Knight-S03E23E24-480p-HDTV-DD5.1-HEVC.mkv,,23,,,tv,480p,3,HDTV,,The Dark Knight,
[Judas] Parasite - 22 [BD][1440p][Uncensored].mkv,,22,,,anime,1440p,,,Judas,Parasite,
Jujutsu_Kaisen_2019_2160p_NETFLIX_x265_-GROUP.mkv,x265,,,,movie,2160p,,NETFLIX,,Jujutsu Kaisen,2019
Game of Thrones 12x15 Origins 1440p DTS-HD.MA.5.1 WEB-DL AVC.mkv,,15,The Beginning,,tv,1440p,12,WEB-DL,,Game of Thrones,
[SubsPlease] Breaking Bad - 12 [BD][1440p][DualAudio].mkv,,12,,,anime,1440p,,,SubsPlease,Breaking Bad,
The-Mandalorian-10x17-Revelations-REMUX-DTS-1440p-WEBRip-AVC-.GECKOS.mkv,,17,The Beginning,,tv,1440p,10,WEBRip,,The Mandalorian,
[Commie] The Mandalorian - 05 [BD][1440p][DualAudio].mkv,,5,,,anime,1440p,,,Commie,The Mandalorian,
[Judas] Interstellar - 13 [480p].mkv,,13,,,anime,,,,Judas,Interstellar,
Avengers Endgame S10E01-02 720p DVDRip DTS XVID .GECKOS.mkv,,1,,,tv,720p,10,DVDRip,,Avengers Endgame,
Stranger.Things.S06E11.480p.AMZN.mkv,,11,,,tv,,6,,,Stranger Things,
The Matrix 2022.02.26 Aftermath REMASTERED 480p DVDRip HEVC.mkv,,,Origins,,tv,480p,,DVDRip,,The Matrix,
Stranger Things.S02E04.Revelations.480p.mkv,,4,Revelations,,tv,,2,,,Stranger Things,
Interstellar_12x15_The_Beginning_480p_HDTV_HEVC_.VEXT.mkv,,15,The Beginning,,tv,480p,12,HDTV,,Interstellar,
[MTBB] Interstellar.-.22.(480p).mkv,,22,,,anime,480p,,,MTBB,Interstellar,
Breaking.Bad.8x19.1440p.DVDRip.mkv,,19,,,tv,,8,,,Breaking Bad,
One-Piece-1996-SPANISH-1440p-BluRay-FLAC-H.264-.RARBG.mkv,H.264,,,SPANISH,movie,1440p,,BluRay,,One Piece,1996
The-Matrix-1996.05.13-1440p-REMUX-HDTV-H.264-RARBG.mkv,,,,,tv,1440p,,HDTV,,The Matrix,
[Commie] The Dark Knight - 19 [2160p].mkv,,19,,,anime,,,,Commie,The Dark Knight,
The Shawshank Redemption 1986 ITALIAN REMASTERED 1440p FLAC HDTV AVC .GROUP.mkv,AVC,,,ITALIAN,movie,1440p,,HDTV,,The Shawshank Redemption,1986
The-Matrix-2015.12.05-New-Dawn-2160p-NETFLIX-XVID-.YIFY.mkv,,,Revelations,,tv,2160p,,NETFLIX,,The Matrix,
Fullmetal Alchemist 1986 1440p NETFLIX MP3 XVID -AMIABLE.mkv,XVID,,,,movie,1440p,,NETFLIX,,Fullmetal Alchemist,1986
Avengers_Endgame_2003.06.28_2160p_NETFLIX_XVID_.FraMeSToR.mkv,,,,,tv,2160p,,NETFLIX,,Avengers Endgame,
The-Mandalorian-2006-EXTENDED-1080p-HULU-x265.mkv,x265,,,,movie,1080p,,HULU,,The Mandalorian,2006
The-Matrix-1987-SWEDISH-480p-WEB-DL-XVID-AMIABLE.mkv,XVID,,,SWEDISH,movie,480p,,WEB-DL,,The Matrix,1987
[Underwater] One Piece - 17 [BD][720p][Uncensored].mkv,,17,,,anime,720p,,,Underwater,One Piece,
Stranger Things 2015 SWEDISH 1440p BDRip x264 .FraMeSToR.mkv,x264,,,SWEDISH,movie,1440p,,BDRip,,Stranger Things,2015
Death_Note_1987_480p_BDRip_DD5.1_XVID_.FraMeSToR.mkv,XVID,,,,movie,480p,,BDRip,,Death Note,1987
The Shawshank Redemption S11E16-17 480p WEB-DL AVC -SPARKS.mkv,,16,,,tv,480p,11,WEB-DL,,The Shawshank Redemption,
Avengers Endgame 1989.10.25 1080p BDRip AVC .AMIABLE.mkv,,,,,tv,1080p,,BDRip,,Avengers Endgame,
[Judas] The Godfather - 08 [1440p][Multiple Subtitle].mkv,,8,,,anime,1440p,S2,,Judas,The Godfather,
Pulp_Fiction_S09E23_New_Dawn_PROPER_DTS_1440p_HULU_x265.mkv,,23,The Beginning,,tv,1440p,9,HULU,,Pulp Fiction,
Interstellar.S08E12.1080p.WEB-DL.mkv,,12,,,tv,,8,,,Interstellar,
Parasite-2024.06.17-Origins-HDR-720p-WEB-DL-x265-YIFY.mkv,,,Pilot,,tv,720p,,WEB-DL,,Parasite,
Naruto 1983 480p WEB-DL x264 .GROUP.mkv,x264,,,,movie,480p,,WEB-DL,,Naruto,1983
[Judas] Game of Thrones - 11 [2160p][10bit].mkv,,11,,,anime,2160p,,,Judas,Game of Thrones,
Breaking Bad S14E14 1440p DVDRip HEVC.mkv,,14,,,tv,1440p,14,DVDRip,,Breaking Bad,
Interstellar S12E11 480p BDRip TrueHD.7.1 XVID .GECKOS.mkv,,11,,,tv,480p,12,BDRip,,Interstellar,
Naruto 2006 480p NETFLIX H.264 .SPARKS.mkv,H.264,,,,movie,480p,,NETFLIX,,Naruto,2006
The Shawshank Redemption.1986.1080p.AMZN.AVC.mkv,,,,,movie,1080p,,,,The Shawshank Redemption,1986
Naruto_2018.04.15_The_End_720p_DDP5.1_WEB-DL_H.264.mkv,,,New Dawn,,tv,720p,,WEB-DL,,Naruto,
Death Note.S13E07.Aftermath.2160p.mkv,,7,Aftermath,,tv,,13,,,Death Note,
Stranger Things S04E13-14 The Beginning PROPER DD5.1 1080p BDRip x265.mkv,,13,The Beginning,,tv,1080p,4,BDRip,,Stranger Things,
[MTBB] Fullmetal Alchemist - 11 [BD][720p][HEVC].mkv,,11,,,anime,720p,,,MTBB,Fullmetal Alchemist,
[Erai-raws] Stranger Things - 19 [2160p][Multiple Subtitle].mkv,,19,,,anime,2160p,,,Erai-raws,Stranger Things,
Attack.on.Titan.9x11.1080p.BluRay.mkv,,11,,,tv,,9,,,Attack on Titan,
The Office 1982 720p WEB-DL DTS-HD.MA.5.1 x265 .YIFY.mkv,x265,,,,movie,720p,,WEB-DL,,The Office,1982
Inception_10x01_2160p_WEBRip_DTS_x264_.FraMeSToR.mkv,,1,,,tv,2160p,10,WEBRip,,Inception,
Pulp Fiction 1991 UNRATED 480p HDTV HEVC.mkv,HEVC,,,,movie,480p,,HDTV,,Pulp Fiction,1991
Jujutsu_Kaisen_S05E14_Legacy_UNRATED_480p_BDRip_x264.mkv,,14,Origins,,tv,480p,5,BDRip,,Jujutsu Kaisen,
Fight Club.S09E18.Aftermath.480p.mkv,,18,Aftermath,,tv,,9,,,Fight Club,
[HorribleSubs] Naruto.-.04.(720p).mkv,,4,,,anime,720p,,,HorribleSubs,Naruto,
[Commie] The Mandalorian - 02 [480p].mkv,,2,,,anime,,,,Commie,The Mandalorian,
Fight_Club_2018_FRENCH_1440p_WEBRip_DTS_HEVC.mkv,HEVC,,,FRENCH,movie,1440p,,WEBRip,,Fight Club,2018
One-Piece-2001-2160p-WEBRip-x265-.AMIABLE.mkv,x265,,,,movie,2160p,,WEBRip,,One Piece,2001
The_Dark_Knight_11x13_Origins_720p_HULU_H.264_-GROUP.mkv,,13,New Dawn,,tv,720p,11,HULU,,The Dark Knight,
One Piece 15x19 Pilot 1440p BluRay HEVC .YIFY.mkv,,19,Origins,,tv,1440p,15,BluRay,,One Piece,
[HorribleSubs] One Piece - 22 [480p][Multiple Subtitle].mkv,,22,,,anime,480p,,,HorribleSubs,One Piece,
Friends_2010.07.26_Legacy_1080p_DD5.1_BluRay_x265.mkv,,,The End,,tv,1080p,,BluRay,,Friends,
Fight-Club.S13E13.1440p.WEB-DL.mkv,,13,,,tv,,13,,,Fight Club,
Pulp-Fiction.s07e24.480p.HDTV.mkv,,24,,,tv,,7,,,Pulp Fiction,
[Erai-raws] The.Matrix.S2.-.10.(1080p).mkv,,10,,,anime,1080p,S2,,Erai-raws,The Matrix,
One_Piece_2023.04.04_The_Beginning_480p_FLAC_BDRip_H.264_-AMIABLE.mkv,,,Aftermath,,tv,480p,,BDRip,,One Piece,
Stranger_Things_S15E05_Legacy_480p_WEB-DL_AVC_.FraMeSToR.mkv,,5,Pilot,,tv,480p,15,WEB-DL,,Stranger Things,
The_Office_2x14_1440p_PROPER_HULU_XVID_.GECKOS.mkv,,14,,,tv,1440p,2,HULU,,The Office,
The-Mandalorian-1987-SPANISH-REMUX-1440p-WEB-DL-AVC-AMIABLE.mkv,AVC,,,SPANISH,movie,1440p,,WEB-DL,,The Mandalorian,1987
[Underwater] Friends - 21 [1080p].mkv,,21,,,anime,1080p,,,Underwater,Friends,
Jujutsu-Kaisen-2021-ITALIAN-480p-AMZN-XVID-VEXT.mkv,XVID,,,ITALIAN,movie,480p,,AMZN,,Jujutsu Kaisen,2021
Avengers_Endgame_S03E06E07_New_Dawn_480p_WEBRip_HEVC_.GROUP.mkv,,6,Origins,,tv,480p,3,WEBRip,,Avengers Endgame,
Stranger_Things_2013_480p_DVDRip_H.264_-GROUP.mkv,H.264,,,,movie,480p,,DVDRip,,Stranger Things,2013
Inception 2000 720p WEB-DL AVC -GECKOS.mkv,AVC,,,,movie,720p,,WEB-DL,,Inception,2000
Pulp Fiction 4x17 New Dawn 480p BDRip AVC.mkv,,17,Origins,,tv,480p,4,BDRip,,Pulp Fiction,
The_Dark_Knight_1982_720p_BluRay_HEVC_.AMIABLE.mkv,HEVC,,,,movie,720p,,BluRay,,The Dark Knight,1982
Avengers Endgame 2018 1080p DVDRip x265.mkv,x265,,,,movie,1080p,,DVDRip,,Avengers Endgame,2018
Fight Club 1989 KOREAN 720p WEB-DL XVID .FraMeSToR.mkv,XVID,,,KOREAN,movie,720p,,WEB-DL,,Fight Club,1989
[Judas] Fullmetal.Alchemist.-.01.(480p).mkv,,1,,,anime,480p,,,Judas,Fullmetal Alchemist,
[HorribleSubs] Interstellar - 15 [480p].mkv,,15,,,anime,,,,HorribleSubs,Interstellar,
The Office 1986.02.23 720p HULU DTS HEVC .AMIABLE.mkv,,,,,tv,720p,,HULU,,The Office,
[Underwater] The Dark Knight - 10 [1080p].mkv,,10,,,anime,1080p,,,Underwater,The Dark Knight,
My_Hero_Academia_S14E07_480p_UNRATED_DTS-HD.MA.5.1_BDRip_x265_.FraMeSToR.mkv,,7,,,tv,480p,14,BDRip,,My Hero Academia,
Avengers-Endgame-S10E02-03-Aftermath-480p-TrueHD.7.1-BluRay-XVID-GECKOS.mkv,,2,Aftermath,,tv,480p,10,BluRay,,Avengers Endgame,
Jujutsu Kaisen S13E13E14 Legacy 720p HDTV x265 -AMIABLE.mkv,,13,Revelations,,tv,720p,13,HDTV,,Jujutsu Kaisen,
[HorribleSubs] Inception.-.09.(1440p).mkv,,9,,,anime,1440p,,,HorribleSubs,Inception,
The_Matrix_S13E21-22_1080p_WEBRip_DD5.1_H.264.mkv,,21,,,tv,1080p,13,WEBRip,,The Matrix,
Fullmetal Alchemist.2013.1440p.DVDRip.XVID.mkv,,,,,movie,1440p,,,,Fullmetal Alchemist,2013
The-Matrix-S09E14-The-Beginning-HDR-DTS-480p-WEB-DL-XVID-RARBG.mkv,,14,Aftermath,,tv,480p,9,WEB-DL,,The Matrix,
Death_Note_1995_1080p_NETFLIX_AVC.mkv,AVC,,,,movie,1080p,,NETFLIX,,Death Note,1995
Death_Note_2010_480p_DVDRip_HEVC_.VEXT.mkv,HEVC,,,,movie,480p,,DVDRip,,Death Note,2010
One_Piece_1991.05.27_The_Beginning_1080p_WEBRip_x264_-GECKOS.mkv,,,Aftermath,,tv,1080p,,WEBRip,,One Piece,
Pulp_Fiction.10x16.480p.WEBRip.mkv,,16,,,tv,,10,,,Pulp Fiction,
Fight_Club.1994.2160p.HDTV.H.264.mkv,,,,,movie,2160p,,,,Fight Club,1994
The-Godfather-2012-720p-HDTV-MP3-x265.mkv,x265,,,,movie,720p,,HDTV,,The Godfather,2012
The-Mandalorian-2001-720p-HDTV-XVID.mkv,XVID,,,,movie,720p,,HDTV,,The Mandalorian,2001
One_Piece_1x05_720p_EXTENDED_DTS_BluRay_AVC.mkv,,5,,,tv,720p,1,BluRay,,One Piece,
[Judas] Parasite - 15 [480p][HEVC].mkv,,15,,,anime,480p,S3,,Judas,Parasite,
Fullmetal_Alchemist_1989_720p_NETFLIX_DD5.1_x264.mkv,x264,,,,movie,720p,,NETFLIX,,Fullmetal Alchemist,1989
Friends.S13E14.1080p.BluRay.mkv,,14,,,tv,,13,,,Friends,
Interstellar_1984_RUSSIAN_480p_AMZN_HEVC.mkv,HEVC,,,RUSSIAN,movie,480p,,AMZN,,Interstellar,1984
Pulp-Fiction-1982.12.28-1080p-HDTV-x265-SPARKS.mkv,,,,,tv,1080p,,HDTV,,Pulp Fiction,
Avengers-Endgame-1986-REPACK-720p-AC3-DVDRip-XVID-.SPARKS.mkv,XVID,,,,movie,720p,,DVDRip,,Avengers Endgame,1986
The-Dark-Knight-3x19-720p-HULU-H.264-.RARBG.mkv,,19,,,tv,720p,3,HULU,,The Dark Knight,
The_Mandalorian_1984_1440p_WEBRip_x264_.SPARKS.mkv,x264,,,,movie,1440p,,WEBRip,,The Mandalorian,1984
Fight_Club_1985_1080p_BDRip_AC3_x265.mkv,x265,,,,movie,1080p,,BDRip,,Fight Club,1985
Attack-on-Titan.S14E15.The-Beginning.720p.mkv,,15,The Beginning,,tv,,14,,,Attack on Titan,
Demon Slayer.2024.2160p.BDRip.HEVC.mkv,,,,,movie,2160p,,,,Demon Slayer,2024
The-Dark-Knight-2004-1440p-HULU-DD5.1-x265-RARBG.mkv,x265,,,,movie,1440p,,HULU,,The Dark Knight,2004
The-Shawshank-Redemption-2015-1080p-WEB-DL-DTS-x265.mkv,x265,,,,movie,1080p,,WEB-DL,,The Shawshank Redemption,2015
[Erai-raws] Fight.Club.-.02.(2160p).mkv,,2,,,anime,2160p,,,Erai-raws,Fight Club,
My_Hero_Academia_S10E03-04_Revelations_REMUX_1080p_WEB-DL_HEVC_.AMIABLE.mkv,,3,Revelations,,tv,1080p,10,WEB-DL,,My Hero Academia,
Attack-on-Titan-1989-REPACK-720p-HULU-x264.mkv,x264,,,,movie,720p,,HULU,,Attack on Titan,1989
The Dark Knight.S15E13.The End.1440p.mkv,,13,The End,,tv,,15,,,The Dark Knight,
The-Office-12x21-1080p-HDR-MP3-DVDRip-x264-.GROUP.mkv,,21,,,tv,1080p,12,DVDRip,,The Office,
Naruto 2014 ITALIAN 480p BDRip x264.mkv,x264,,,ITALIAN,movie,480p,,BDRip,,Naruto,2014
Jujutsu Kaisen 2002 JAPANESE IMAX 480p DD5.1 WEBRip HEVC -FraMeSToR.mkv,HEVC,,,JAPANESE,movie,480p,,WEBRip,,Jujutsu Kaisen,2002
The-Mandalorian-1999-GERMAN-480p-HULU-x265-RARBG.mkv,x265,,,GERMAN,movie,480p,,HULU,,The Mandalorian,1999
Demon Slayer.S04E07.The Beginning.480p.mkv,,7,The Beginning,,tv,,4,,,Demon Slayer,
Jujutsu.Kaisen.2012.1440p.NETFLIX.x264.mkv,,,,,movie,1440p,,,,Jujutsu Kaisen,2012
Friends_1981_1080p_BluRay_H.264_.GECKOS.mkv,H.264,,,,movie,1080p,,BluRay,,Friends,1981
The Office.S08E02.New Dawn.720p.mkv,,2,New Dawn,,tv,,8,,,The Office,
The-Godfather-1982-SWEDISH-720p-AMZN-DDP5.1-H.264-VEXT.mkv,H.264,,,SWEDISH,movie,720p,,AMZN,,The Godfather,1982
The Office 2017 2160p WEBRip AVC -FraMeSToR.mkv,AVC,,,,movie,2160p,,WEBRip,,The Office,2017
[HorribleSubs] Inception - 04 [BD][2160p][HEVC].mkv,,4,,,anime,2160p,,,HorribleSubs,Inception,
[Judas] The Godfather - 16 [1080p][10bit].mkv,,16,,,anime,1080p,,,Judas,The Godfather,
Attack on Titan.S05E10.1440p.BDRip.mkv,,10,,,tv,,5,,,Attack on Titan,
Demon_Slayer_2003_1440p_WEBRip_HEVC_-RARBG.mkv,HEVC,,,,movie,1440p,,WEBRip,,Demon Slayer,2003
Attack on Titan 1984 IMAX 720p DVDRip AVC -RARBG.mkv,AVC,,,,movie,720p,,DVDRip,,Attack on Titan,1984
Avengers.Endgame.S02E04.The.End.2160p.mkv,,4,The End,,tv,,2,,,Avengers Endgame,
Parasite_2011_720p_BDRip_DTS_XVID_.SPARKS.mkv,XVID,,,,movie,720p,,BDRip,,Parasite,2011
Fight-Club.S10E10.Revelations.1080p.mkv,,10,Revelations,,tv,,10,,,Fight Club,
[Erai-raws] Attack on Titan - 15 [480p].mkv,,15,,,anime,,,,Erai-raws,Attack on Titan,
Death_Note_1981_1440p_DVDRip_x264_.VEXT.mkv,x264,,,,movie,1440p,,DVDRip,,Death Note,1981
[SubsPlease] The Mandalorian - 08 [BD][720p][Uncensored].mkv,,8,,,anime,720p,,,SubsPlease,The Mandalorian,
Attack-on-Titan-2001-10bit-720p-BluRay-x264.mkv,x264,,,,movie,720p,,BluRay,,Attack on Titan,2001
Stranger Things 3x03 The End 2160p NETFLIX AVC -AMIABLE.mkv,,3,The Beginning,,tv,2160p,3,NETFLIX,,Stranger Things,
Death-Note-2000-1440p-WEB-DL-x264-RARBG.mkv,x264,,,,movie,1440p,,WEB-DL,,Death Note,2000
Jujutsu Kaisen 2017 DC 2160p DVDRip x264 .RARBG.mkv,x264,,,,movie,2160p,,DVDRip,,Jujutsu Kaisen,2017
Naruto 7x06 The End 720p NETFLIX AVC -SPARKS.mkv,,6,Legacy,,tv,720p,7,NETFLIX,,Naruto,
Fullmetal Alchemist S02E04-05 480p DVDRip TrueHD.7.1 x264.mkv,,4,,,tv,480p,2,DVDRip,,Fullmetal Alchemist,
The.Shawshank.Redemption.S11E08.The.End.480p.mkv,,8,The End,,tv,,11,,,The Shawshank Redemption,
The_Dark_Knight.S06E17.1440p.BDRip.mkv,,17,,,tv,,6,,,The Dark Knight,
Naruto_2002_GERMAN_1440p_HULU_TrueHD.7.1_H.264_.FraMeSToR.mkv,H.264,,,GERMAN,movie,1440p,,HULU,,Naruto,2002
Fight_Club_2015_SPANISH_2160p_WEB-DL_x264_-RARBG.mkv,x264,,,SPANISH,movie,2160p,,WEB-DL,,Fight Club,2015
Demon Slayer S12E19-20 1080p AMZN AVC.mkv,,19,,,tv,1080p,12,AMZN,,Demon Slayer,
Inception_1997.01.18_1080p_AMZN_DDP5.1_x265_.GROUP.mkv,,,,,tv,1080p,,AMZN,,Inception,
Naruto-2024-1440p-BDRip-FLAC-AVC-AMIABLE.mkv,AVC,,,,movie,1440p,,BDRip,,Naruto,2024
[Judas] Demon Slayer - 19 [1440p].mkv,,19,,,anime,,,,Judas,Demon Slayer,
The Godfather 6x21 Pilot HDR DDP5.1 1080p BluRay AVC -RARBG.mkv,,21,Pilot,,tv,1080p,6,BluRay,,The Godfather,
Avengers.Endgame.12x04.2160p.HULU.mkv,,4,,,tv,,12,,,Avengers Endgame,
Fight_Club_10x12_Origins_REPACK_TrueHD.7.1_720p_HULU_H.264.mkv,,12,The Beginning,,tv,720p,10,HULU,,Fight Club,
[Commie] Attack on Titan - 21 [BD][2160p][Uncensored].mkv,,21,,,anime,2160p,,,Commie,Attack on Titan,
Avengers Endgame S05E08-09 Pilot PROPER 1080p NETFLIX XVID -GECKOS.mkv,,8,The End,,tv,1080p,5,NETFLIX,,Avengers Endgame,
[MTBB] The Mandalorian - 12 [720p][10bit].mkv,,12,,,anime,720p,,,MTBB,The Mandalorian,
[HorribleSubs] The Matrix - 12 [BD][1440p][HEVC].mkv,,12,,,anime,1440p,,,HorribleSubs,The Matrix,
One Piece S09E16 Aftermath REMASTERED 1080p BluRay XVID.mkv,,16,Revelations,,tv,1080p,9,BluRay,,One Piece,
Pulp_Fiction_11x23_1080p_BluRay_AAC_H.264_.AMIABLE.mkv,,23,,,tv,1080p,11,BluRay,,Pulp Fiction,
The_Dark_Knight_2001_480p_HDTV_x264_-AMIABLE.mkv,x264,,,,movie,480p,,HDTV,,The Dark Knight,2001
Game-of-Thrones-1995-720p-NETFLIX-DTS-HD.MA.5.1-AVC-YIFY.mkv,AVC,,,,movie,720p,,NETFLIX,,Game of Thrones,1995
The Godfather 2017.07.16 1440p BDRip HEVC .AMIABLE.mkv,,,,,tv,1440p,,BDRip,,The Godfather,
Game-of-Thrones-S06E07-Pilot-480p-DDP5.1-BluRay-H.264-.FraMeSToR.mkv,,7,The End,,tv,480p,6,BluRay,,Game of Thrones,
Fullmetal-Alchemist.2020.1080p.AMZN.x265.mkv,,,,,movie,1080p,,,,Fullmetal Alchemist,2020
[Underwater] The Shawshank Redemption - 02 [480p].mkv,,2,,,anime,480p,,,Underwater,The Shawshank Redemption,
[Commie] Jujutsu Kaisen - 05 [1080p].mkv,,5,,,anime,,,,Commie,Jujutsu Kaisen,
[HorribleSubs] The Shawshank Redemption - 13 [720p].mkv,,13,,,anime,,,,HorribleSubs,The Shawshank Redemption,
[SubsPlease] The Office - 12 [2160p][Multiple Subtitle].mkv,,12,,,anime,2160p,,,SubsPlease,The Office,
[Judas] Jujutsu Kaisen - 14 [1080p][HEVC].mkv,,14,,,anime,1080p,,,Judas,Jujutsu Kaisen,
Friends.15x21.720p.WEBRip.mkv,,21,,,tv,,15,,,Friends,
Breaking-Bad-2001-1440p-HULU-DTS-x265.mkv,x265,,,,movie,1440p,,HULU,,Breaking Bad,2001
Inception 1983 1080p HULU HEVC.mkv,HEVC,,,,movie,1080p,,HULU,,Inception,1983
My_Hero_Academia_2020.04.05_2160p_HULU_DTS_XVID.mkv,,,,,tv,2160p,,HULU,,My Hero Academia,
The Dark Knight 1991 480p HULU H.264 -YIFY.mkv,H.264,,,,movie,480p,,HULU,,The Dark Knight,1991
The Mandalorian S01E23E24 1080p HDTV AC3 HEVC .AMIABLE.mkv,,23,,,tv,1080p,1,HDTV,,The Mandalorian,
Attack_on_Titan.1990.1080p.BDRip.AVC.mkv,,,,,movie,1080p,,,,Attack on Titan,1990
Pulp-Fiction-S05E16-Legacy-1080p-MP3-NETFLIX-AVC.mkv,,16,New Dawn,,tv,1080p,5,NETFLIX,,Pulp Fiction,
[Judas] Jujutsu Kaisen - 07 [BD][1080p][DualAudio].mkv,,7,,,anime,1080p,,,Judas,Jujutsu Kaisen,
The Dark Knight 1990 1080p WEBRip AVC.mkv,AVC,,,,movie,1080p,,WEBRip,,The Dark Knight,1990
The-Dark-Knight-2022-480p-WEBRip-x264-VEXT.mkv,x264,,,,movie,480p,,WEBRip,,The Dark Knight,2022
Pulp Fiction 2016 PROPER 1080p DD5.1 HULU x265.mkv,x265,,,,movie,1080p,,HULU,,Pulp Fiction,2016
One-Piece-1992-720p-HULU-H.264.mkv,H.264,,,,movie,720p,,HULU,,One Piece,1992
The-Office-2000-REMASTERED-1440p-DTS-HULU-AVC.mkv,AVC,,,,movie,1440p,,HULU,,The Office,2000
Friends.S13E20.The.End.1440p.mkv,,20,The End,,tv,,13,,,Friends,
Death_Note_2018_UNRATED_720p_DD5.1_HDTV_x264_-GECKOS.mkv,x264,,,,movie,720p,,HDTV,,Death Note,2018
[Commie] Fight Club - 24 [1080p][HEVC].mkv,,24,,,anime,1080p,S2,,Commie,Fight Club,
Pulp-Fiction.S12E09.Aftermath.1440p.mkv,,9,Aftermath,,tv,,12,,,Pulp Fiction,
The Mandalorian.S14E06.Legacy.1440p.mkv,,6,Legacy,,tv,,14,,,The Mandalorian,
Breaking-Bad.2x09.480p.DVDRip.mkv,,9,,,tv,,2,,,Breaking Bad,
The-Shawshank-Redemption.2014.480p.AMZN.H.264.mkv,,,,,movie,480p,,,,The Shawshank Redemption,2014
Jujutsu Kaisen 2009 1440p WEBRip HEVC.mkv,HEVC,,,,movie,1440p,,WEBRip,,Jujutsu Kaisen,2009
Avengers Endgame S06E18 Origins REMASTERED DTS-HD.MA.5.1 720p BDRip H.264 .GECKOS.mkv,,18,Revelations,,tv,720p,6,BDRip,,Avengers Endgame,
The Dark Knight 1985 720p BluRay HEVC .YIFY.mkv,HEVC,,,,movie,720p,,BluRay,,The Dark Knight,1985
Jujutsu-Kaisen-1992-DC-2160p-DD5.1-DVDRip-AVC-RARBG.mkv,AVC,,,,movie,2160p,,DVDRip,,Jujutsu Kaisen,1992
Avengers Endgame 1991 SPANISH 2160p AMZN x265.mkv,x265,,,SPANISH,movie,2160p,,AMZN,,Avengers Endgame,1991
[MTBB] Game of Thrones - 05 [BD][1080p][Uncensored].mkv,,5,,,anime,1080p,,,MTBB,Game of Thrones,
The Matrix 2010 1080p NETFLIX MP3 AVC .RARBG.mkv,AVC,,,,movie,1080p,,NETFLIX,,The Matrix,2010
Fullmetal Alchemist 10x07 Origins EXTENDED 1440p HULU H.264 -RARBG.mkv,,7,Pilot,,tv,1440p,10,HULU,,Fullmetal Alchemist,
The Shawshank Redemption S14E11 1080p 10bit WEB-DL HEVC -SPARKS.mkv,,11,,,tv,1080p,14,WEB-DL,,The Shawshank Redemption,
Stranger_Things_2008_2160p_HDTV_AVC_-VEXT.mkv,AVC,,,,movie,2160p,,HDTV,,Stranger Things,2008
Fight Club S14E05E06 New Dawn 480p HULU HEVC.mkv,,5,The Beginning,,tv,480p,14,HULU,,Fight Club,
[Erai-raws] Friends - 05 [480p][10bit].mkv,,5,,,anime,480p,,,Erai-raws,Friends,
The-Shawshank-Redemption-2020-GERMAN-IMAX-480p-BluRay-H.264-.RARBG.mkv,H.264,,,GERMAN,movie,480p,,BluRay,,The Shawshank Redemption,2020
Pulp Fiction S14E22 Origins 1440p DTS-HD.MA.5.1 WEB-DL AVC.mkv,,22,Legacy,,tv,1440p,14,WEB-DL,,Pulp Fiction,
The-Matrix.S04E04.Legacy.1080p.mkv,,4,Legacy,,tv,,4,,,The Matrix,
Breaking-Bad-S12E07-08-Legacy-480p-AAC-AMZN-XVID-GECKOS.mkv,,7,Pilot,,tv,480p,12,AMZN,,Breaking Bad,
Breaking Bad 1991.02.04 1440p HDR AMZN AVC -VEXT.mkv,,,,,tv,1440p,,AMZN,,Breaking Bad,
Avengers-Endgame.s09e11.1440p.WEB-DL.mkv,,11,,,tv,,9,,,Avengers Endgame,
Avengers Endgame.S07E24.1440p.HDTV.mkv,,24,,,tv,,7,,,Avengers Endgame,
Demon-Slayer-S11E23E24-2160p-DVDRip-AVC-GROUP.mkv,,23,,,tv,2160p,11,DVDRip,,Demon Slayer,
